date,MACD_Signal,MACD,MACD_Hist,RSI,Real Lower Band,Real Middle Band,Real Upper Band,4. close,Y,X,Buy/Sell
2020-04-23,1.0051,3.1108,2.1057,51.1383,236.3399,265.457,294.5741,275.03,10859.22092,-0.144920478, 
2020-04-22,0.4786,3.141,2.6624,51.4851,233.9771,263.9815,293.9859,276.1,10859.18019,-0.185653431, 
2020-04-21,-0.187,3.025,3.212,49.117,232.1751,262.5205,292.8659,268.37,10859.42872,0.062884597, 
2020-04-20,-0.9899,3.62,4.6099,51.7756,225.886,260.3205,294.755,276.93,10859.07584,-0.290001337, 
2020-04-17,-2.1424,3.4551,5.5975,53.6681,221.8664,257.936,294.0056,282.8,10858.90908,-0.456754852, 
2020-04-16,-3.5418,2.5968,6.1386,54.9321,221.4296,256.035,290.6404,286.69,10858.90288,-0.462954817, 
2020-04-15,-5.0765,1.0674,6.1439,54.3385,222.236,254.034,285.832,284.43,10859.17989,-0.185950316, 
2020-04-14,-6.6124,-0.67,5.9424,55.1383,223.8786,252.4555,281.0324,287.05,10859.35018,-0.015659572, 
2020-04-13,-8.098,-3.1446,4.9534,51.5716,226.1684,250.2135,274.2586,273.25,10860.06228,0.69644143, 
2020-04-09,-9.3364,-4.8523,4.484,50.136,225.4316,250.4495,275.4674,267.99,10860.4552,1.089365198, 
2020-04-08,-10.4574,-6.4259,4.0315,49.6182,225.7667,249.4615,273.1563,266.07,10860.73663,1.370793218, 
2020-04-07,-11.4653,-8.1453,3.32,47.8383,224.626,249.9295,275.233,259.43,10861.16791,1.802072211, 
2020-04-06,-12.2953,-9.5453,2.75,48.5848,221.7923,251.225,280.6577,262.47,10861.30659,1.940751095, 
2020-04-03,-12.9828,-11.503,1.4798,42.7001,221.6522,251.41,281.1678,241.41,10862.18025,2.814415374, 
2020-04-02,-13.3527,-11.69,1.6627,43.4905,220.2365,253.791,287.3455,244.93,10862.13068,2.764837912, 
2020-04-01,-13.7684,-12.1172,1.6512,42.3324,218.8624,256.1905,293.5186,240.91,10862.30845,2.942614501, 
2020-03-31,-14.1812,-12.0768,2.1044,45.2656,217.5468,259.282,301.0172,254.29,10862.0158,2.649962038, 
2020-03-30,-14.7073,-13.2119,1.4954,45.3817,217.3868,261.0335,304.6802,254.81,10862.17424,2.808398547, 
2020-03-27,-15.0811,-14.5215,0.5596,43.5103,216.7218,263.2335,309.7452,247.74,10862.55652,3.19068482,BUY
2020-03-26,-15.221,-15.2619,-0.0409,45.7648,218.3705,264.5145,310.6585,258.44,10862.44841,3.082567367,BUY
2020-03-25,-15.2108,-17.0745,-1.8637,42.3375,219.0534,265.2685,311.4836,245.52,10863.06239,3.696551391,BUY
2020-03-24,-14.7449,-17.8241,-3.0792,42.6068,220.8749,267.625,314.3751,246.88,10863.15356,3.787726036,BUY
2020-03-23,-13.9751,-18.6601,-4.685,36.23,223.1424,269.685,316.2276,224.37,10863.91442,4.548581331,BUY
2020-03-20,-12.8038,-17.1638,-4.3599,37.0767,230.208,273.3755,316.543,229.24,10863.60543,4.239589945,BUY
2020-03-19,-11.7138,-15.5001,-3.7863,39.9036,236.1122,277.566,319.0198,244.78,10863.08064,3.714798387,BUY
2020-03-18,-10.7673,-14.7335,-3.9662,40.2582,238.7786,281.342,323.9054,246.67,10862.93431,3.568470853,BUY
2020-03-17,-9.7757,-13.7331,-3.9574,41.4031,241.952,285.1895,328.427,252.86,10862.67558,3.309737474, 
2020-03-16,-8.7864,-12.8868,-4.1005,38.5466,245.5392,288.4965,331.4538,242.21,10862.83243,3.466590822, 
2020-03-13,-7.7612,-10.5348,-2.7736,45.6444,252.457,292.6335,332.81,277.97,10861.78229,2.416454511, 
2020-03-12,-7.0678,-11.0206,-3.9527,36.3904,253.062,294.9785,336.895,248.23,10862.78319,3.417349137, 
2020-03-11,-6.0797,-8.4522,-2.3725,42.7079,260.6492,298.927,337.2048,275.43,10861.76831,2.4024722, 
2020-03-10,-5.4865,-7.8205,-2.334,45.4382,263.4424,301.136,338.8296,285.34,10861.40302,2.037176402, 
2020-03-09,-4.903,-7.9096,-3.0065,38.1749,264.9842,302.9465,340.9088,266.17,10862.14873,2.782893484, 
2020-03-06,-4.1514,-5.9563,-1.8049,44.9544,270.9985,305.6395,340.2805,289.03,10861.17434,1.808497646, 
2020-03-05,-3.7002,-5.7042,-2.004,46.2831,272.6874,307.4485,342.2096,292.92,10861.00512,1.639277335, 
2020-03-04,-3.1992,-5.6955,-2.4963,49.8142,274.2746,308.875,343.4754,302.74,10860.65303,1.287194182, 
2020-03-03,-2.5751,-6.6013,-4.0262,44.2968,274.9391,309.6805,344.4219,289.32,10861.3527,1.986856411, 
2020-03-02,-1.5686,-6.2952,-4.7266,47.8293,277.1733,310.6475,344.1217,298.81,10860.95854,1.592701515, 
2020-02-28,-0.3869,-6.7791,-6.3922,34.5275,278.143,311.1825,344.222,273.36,10862.38931,3.023472996, 
2020-02-27,1.2111,-4.7068,-5.9179,34.5802,285.2092,313.708,342.2068,273.52,10862.07366,2.707817397, 
2020-02-26,2.6906,-2.0097,-4.7003,41.8256,294.2047,316.249,338.2933,292.65,10860.93599,1.570148788, 
2020-02-25,3.8657,-0.4857,-4.3514,38.9212,298.2991,317.501,336.7029,288.08,10861.00426,1.638417824, 
2020-02-24,4.9536,1.9318,-3.0218,43.4787,304.1966,318.5445,332.8924,298.18,10860.17688,0.811042032, 
2020-02-21,5.709,3.9609,-1.7481,51.994,308.6479,319.551,330.4541,313.05,10859.00325,-0.362588792, 
2020-02-20,6.146,4.9792,-1.1668,57.1811,309.3688,319.86,330.3512,320.3,10858.3217,-1.044138783, 
2020-02-19,6.4377,5.4683,-0.9694,59.7754,309.1995,319.73,330.2605,323.62,10857.98488,-1.380955843, 
2020-02-18,6.6801,5.675,-1.005,57.2089,308.9197,319.3775,329.8353,319,10858.21623,-1.149607088, 
2020-02-14,6.9313,6.3267,-0.6046,62.0531,308.9036,319.364,329.8244,324.95,10857.62413,-1.741712384, 
2020-02-13,7.0825,6.4606,-0.6219,62.012,308.6005,318.8785,329.1565,324.87,10857.60949,-1.7563484, 
2020-02-12,7.2379,6.5457,-0.6922,63.9271,307.81,318.202,328.594,327.2,10857.40329,-1.962544029, 
2020-02-11,7.411,6.3219,-1.0891,60.1152,307.6887,317.476,327.2633,319.61,10857.82569,-1.540145395, 
2020-02-10,7.6833,6.717,-0.9663,61.6983,307.6038,317.3435,327.0832,321.55,10857.60613,-1.759709337, 
2020-02-07,7.9248,6.9262,-0.9987,60.9326,306.7874,316.7825,326.7776,320.03,10857.65472,-1.711116292, 
2020-02-06,8.1745,7.2471,-0.9274,65.1497,305.9212,316.2625,326.6038,325.21,10857.1784,-2.187435048, 
2020-02-05,8.4064,7.024,-1.3824,63.4031,304.1951,315.1615,326.1279,321.45,10857.39343,-1.972410982, 
2020-02-04,8.752,7.0198,-1.7322,62.1572,301.23,314.0085,326.787,318.85,10857.52663,-1.839206322, 
2020-02-03,9.185,7.1771,-2.0079,56.6643,299.0792,313.056,327.0328,308.66,10858.06584,-1.299995394, 
2020-01-31,9.687,8.311,-1.376,57.3236,297.033,312.4945,327.956,309.51,10857.83127,-1.534569689, 
2020-01-30,10.031,9.5508,-0.4802,70.4875,295.729,312.0365,328.344,323.87,10856.30083,-3.065010807, 
2020-01-29,10.151,9.5322,-0.6188,70.9944,293.3089,310.5255,327.7421,324.34,10856.25573,-3.110109363, 
2020-01-28,10.3057,9.322,-0.9837,67.8905,291.004,308.8845,326.765,317.69,10856.60581,-2.760031345, 
2020-01-27,10.5517,9.5952,-0.9564,62.9387,288.2736,307.49,326.7064,308.95,10857.07143,-2.294410432, 
2020-01-24,10.7908,10.6943,-0.0965,74.6514,285.8733,306.538,327.2027,318.31,10855.708,-3.657839281, 
2020-01-23,10.8149,10.9885,0.1736,75.9716,282.7702,304.836,326.9018,319.23,10855.53132,-3.834517528, 
2020-01-22,10.7715,11.1105,0.339,75.2809,280.2737,303.0745,325.8753,317.7,10855.58481,-3.781026123, 
2020-01-21,10.6868,11.2604,0.5736,74.7722,277.1995,301.1615,325.1235,316.57,10855.61599,-3.749853604, 
2020-01-17,10.5434,11.403,0.8596,77.6753,274.7835,299.334,323.8845,318.73,10855.29829,-4.067547722, 
2020-01-16,10.3284,11.1992,0.8707,76.2605,273.1138,297.3845,321.6552,315.24,10855.47189,-3.893951964, 
2020-01-15,10.1108,11.1315,1.0208,74.5482,271.7516,295.643,319.5344,311.34,10855.65437,-3.711471947, 
2020-01-14,9.8556,11.2803,1.4248,76.3456,270.3745,294.069,317.7635,312.68,10855.44664,-3.919200669, 
2020-01-13,9.4994,11.1698,1.6704,82.3721,268.7477,292.1925,315.6373,316.96,10854.84484,-4.521003393, 
2020-01-10,9.0818,10.4304,1.3486,80.0552,267.7311,289.9175,312.1039,310.33,10855.18759,-4.178252138, 
2020-01-09,8.7446,10.01,1.2654,79.7888,266.3391,287.9395,309.5399,309.63,10855.27747,-4.088363782, 
