date,MACD_Signal,MACD,MACD_Hist,RSI,Real Lower Band,Real Middle Band,Real Upper Band,4. close,Y,X,Buy/Sell
2015-01-26,-0.504,0.0119,0.5159,54.5934,105.0311,110.156,115.2809,113.1,10859.30003,-0.065804193, 
2015-01-23,-0.633,-0.2427,0.3903,54.4011,105.0808,110.1015,115.1222,112.98,10859.35729,-0.008548222, 
2015-01-22,-0.7306,-0.5518,0.1788,53.497,105.1058,110.0795,115.0532,112.4,10859.49549,0.129650426, 
2015-01-21,-0.7753,-0.8793,-0.104,48.7535,105.0772,110.1065,115.1358,109.55,10860.0271,0.661262565, 
2015-01-20,-0.7493,-0.9944,-0.2451,47.2653,105.1443,110.218,115.2917,108.72,10860.19614,0.830299382, 
2015-01-16,-0.688,-1.0423,-0.3543,42.0024,105.284,110.4145,115.545,105.99,10860.73926,1.373422743, 
2015-01-15,-0.5994,-0.8103,-0.2108,43.2491,105.843,110.5855,115.328,106.82,10860.57649,1.210650889, 
2015-01-14,-0.5467,-0.5868,-0.0401,48.1205,105.8272,110.5817,115.3363,109.8,10860.0482,0.682356802, 
2015-01-13,-0.5367,-0.5966,-0.0598,48.8573,105.6482,110.503,115.3578,110.22,10859.97545,0.609614628, 
2015-01-12,-0.5218,-0.6431,-0.1213,47.0794,105.6133,110.4785,115.3437,109.25,10860.16365,0.797814274, 
2015-01-09,-0.4914,-0.5943,-0.1029,51.9623,105.7418,110.597,115.4522,112.01,10859.65979,0.293948696, 
2015-01-08,-0.4657,-0.8044,-0.3387,51.7556,105.7422,110.594,115.4458,111.89,10859.71336,0.347521423, 
2015-01-07,-0.381,-1.0487,-0.6677,43.836,105.6418,110.7055,115.7692,107.75,10860.55794,1.192102468, 
2015-01-06,-0.2141,-0.9237,-0.7096,40.4963,106.0134,110.938,115.8626,106.26,10860.87986,1.514016393, 
2015-01-05,-0.0367,-0.599,-0.5623,40.4737,106.641,111.375,116.109,106.25,10860.83218,1.466345597, 
2015-01-02,0.1039,-0.1749,-0.2788,45.526,107.3996,111.837,116.2744,109.33,10860.25322,0.887378256, 
2014-12-31,0.1736,0.0554,-0.1182,47.4441,107.5465,112.167,116.7875,110.38,10860.02296,0.657121932, 
2014-12-30,0.2031,0.2416,0.0385,51.658,107.7166,112.3795,117.0424,112.52,10859.56504,0.199198027, 
2014-12-29,0.1935,0.2579,0.0644,54.6533,107.6985,112.507,117.3155,113.91,10859.25712,-0.108714214, 
2014-12-26,0.1774,0.1334,-0.0439,54.8272,107.2148,112.758,118.3012,113.99,10859.25982,-0.106018616, 
2014-12-24,0.1883,-0.0355,-0.2239,51.1761,106.8469,113.0085,119.1701,112.01,10859.65839,0.292552641, 
2014-12-23,0.2443,-0.0491,-0.2934,52.25,106.8328,113.288,119.7432,112.54,10859.55169,0.1858553, 
2014-12-22,0.3177,-0.1197,-0.4373,53.0481,106.7451,113.5922,120.4394,112.94,10859.48226,0.116425647, 
2014-12-19,0.427,-0.2487,-0.6757,50.9854,106.8167,113.7687,120.7208,111.78,10859.71267,0.346829971, 
2014-12-18,0.5959,-0.2917,-0.8876,52.6329,107.022,113.9952,120.9685,112.65,10859.55269,0.186855689, 
2014-12-17,0.8178,-0.4309,-1.2487,46.5189,107.1454,114.0962,121.0471,109.41,10860.19807,0.832227607, 
2014-12-16,1.13,-0.2724,-1.4024,40.5197,107.7711,114.3992,121.0274,106.745,10860.78692,1.421076361, 
2014-12-15,1.4806,0.2052,-1.2754,43.0685,109.1292,114.7615,120.3938,108.225,10860.45412,1.088284824, 
2014-12-12,1.7995,0.6611,-1.1384,45.8551,110.2748,115.0592,119.8437,109.73,10860.10044,0.734602122, 
2014-12-11,2.0841,1.0802,-1.0039,49.6906,110.9572,115.2137,119.4703,111.62,10859.64606,0.280225379, 
2014-12-10,2.335,1.4069,-0.9281,50.3898,110.8737,115.1952,119.5168,111.95,10859.52721,0.16136949, 
2014-12-09,2.5671,1.7699,-0.7972,55.2455,110.3331,115.0827,119.8324,114.12,10858.97973,-0.386108538, 
2014-12-08,2.7664,1.9865,-0.7799,51.744,109.349,114.8182,120.2875,112.4,10859.30794,-0.057900592, 
2014-12-05,2.9613,2.4092,-0.5522,58.2934,108.701,114.6487,120.5965,115,10858.57768,-0.788156078, 
2014-12-04,3.0994,2.6489,-0.4505,59.6451,107.8506,114.3337,120.8169,115.49,10858.40648,-0.959357548, 
2014-12-03,3.212,2.8664,-0.3456,60.8486,107.1235,114.0022,120.881,115.93,10858.25329,-1.112546399, 
2014-12-02,3.2984,3.0576,-0.2408,58.498,106.4334,113.6357,120.8381,114.63,10858.46585,-0.899993681, 
2014-12-01,3.3586,3.3895,0.0309,59.6495,105.9587,113.3742,120.7898,115.07,10858.29919,-1.066648382, 
2014-11-28,3.3509,3.719,0.3682,71.356,105.2947,113.0207,120.7468,118.93,10857.0529,-2.312942259, 
2014-11-26,3.2588,3.6925,0.4337,71.5981,104.7696,112.4232,120.0769,119,10857.03297,-2.332866449, 
2014-11-25,3.1504,3.5978,0.4475,69.6412,104.5098,111.8402,119.1707,117.6,10857.24533,-2.120506785, 
2014-11-24,3.0385,3.5672,0.5287,73.1465,104.1471,111.2972,118.4474,118.625,10856.89118,-2.474658377, 
2014-11-21,2.9063,3.3719,0.4655,70.1451,103.8234,110.6215,117.4196,116.47,10857.22463,-2.14121031, 
2014-11-20,2.7899,3.2929,0.5029,69.9079,103.43,110.059,116.688,116.31,10857.26094,-2.104897827, 
2014-11-19,2.6642,3.1605,0.4963,67.3842,103.1384,109.485,115.8316,114.67,10857.5368,-1.829036981, 
2014-11-18,2.5401,3.1125,0.5724,70.1089,102.4222,108.901,115.3798,115.47,10857.26634,-2.099496256, 
2014-11-17,2.397,2.9246,0.5275,67.8222,101.9323,108.251,114.5697,113.99,10857.52719,-1.838648245, 
2014-11-14,2.2652,2.7928,0.5276,68.461,100.7769,107.5395,114.3021,114.18,10857.48463,-1.881207797, 
2014-11-13,2.1333,2.5647,0.4314,66.3029,99.388,106.714,114.04,112.82,10857.74187,-1.623967737, 
2014-11-12,2.0254,2.3747,0.3493,63.5691,97.8034,105.886,113.9686,111.25,10858.05298,-1.312860686, 
2014-11-11,1.9381,2.2574,0.3193,60.5688,96.7374,105.2005,113.6636,109.7,10858.37887,-0.986969775, 
2014-11-10,1.8583,2.2328,0.3746,58.7576,96.0102,104.653,113.2958,108.83,10858.56871,-0.797124964, 
2014-11-07,1.7646,2.2575,0.4929,59.2929,95.5368,104.202,112.8672,109.01,10858.51098,-0.854859941, 
2014-11-06,1.6414,2.2378,0.5964,58.677,95.2916,103.788,112.2844,108.7,10858.57629,-0.789551206, 
2014-11-05,1.4923,2.2117,0.7194,59.1156,95.1393,103.404,111.6687,108.86,10858.53461,-0.831231849, 
2014-11-04,1.3124,2.1299,0.8175,58.6383,95.0601,103.001,110.9419,108.6,10858.59416,-0.771676041, 
2014-11-03,1.1081,2.0211,0.913,60.7099,94.7993,102.5085,110.2177,109.4,10858.39849,-0.967346003, 
2014-10-31,0.8798,1.7713,0.8915,58.2583,94.9029,102.0195,109.1361,108,10858.68298,-0.682863567, 
2014-10-30,0.6569,1.5692,0.9122,56.3742,94.9716,101.6005,108.2294,106.98,10858.90292,-0.462919348, 
2014-10-29,0.4289,1.3923,0.9634,57.2404,95.0633,101.2465,107.4297,107.34,10858.83927,-0.526565935, 
2014-10-28,0.188,1.1096,0.9216,56.1741,95.2713,100.8385,106.4057,106.74,10858.98785,-0.377989909, 
2014-10-27,-0.0424,0.7938,0.8361,53.1595,95.6737,100.539,105.4043,105.11,10859.33887,-0.02697089, 
2014-10-24,-0.2514,0.545,0.7964,53.395,95.8982,100.289,104.6798,105.22,10859.35035,-0.015493523, 
2014-10-23,-0.4505,0.2084,0.659,52.6891,96.2895,100.0655,103.8415,104.83,10859.47049,0.104653281, 
2014-10-22,-0.6153,-0.1845,0.4308,49.2437,96.5241,99.7175,102.9109,102.99,10859.87851,0.51266687, 
2014-10-21,-0.723,-0.496,0.2269,48.2315,96.6777,99.6555,102.6333,102.47,10860.02775,0.661906601, 
2014-10-20,-0.7797,-0.8334,-0.0538,42.5604,96.6534,99.664,102.6746,99.76,10860.65625,1.290407097, 
2014-10-17,-0.7662,-0.9761,-0.2098,37.5479,96.6574,99.729,102.8006,97.67,10861.18932,1.823481794, 
2014-10-16,-0.7138,-0.9311,-0.2173,33.8481,96.9301,99.8935,102.8569,96.26,10861.55966,2.193826124, 
2014-10-15,-0.6595,-0.7167,-0.0572,35.6706,97.6097,100.17,102.7303,97.54,10861.34092,1.975081989, 
2014-10-14,-0.6451,-0.5628,0.0823,37.483,98.0469,100.372,102.6971,98.75,10861.13264,1.76680107, 
2014-10-13,-0.6657,-0.4815,0.1842,39.1379,98.2678,100.4775,102.6872,99.81,10860.95163,1.585796136, 
2014-10-10,-0.7118,-0.4786,0.2332,40.6166,98.3266,100.5685,102.8104,100.73,10860.8007,1.434860142, 
2014-10-09,-0.7701,-0.5616,0.2085,41.0813,98.3236,100.615,102.9064,101.02,10860.76581,1.399973773, 
2014-10-08,-0.8222,-0.6889,0.1333,40.5914,98.3227,100.6355,102.9483,100.8,10860.83479,1.468953779, 
2014-10-07,-0.8555,-0.819,0.0365,35.8709,98.3282,100.6455,102.9628,98.75,10861.33555,1.969713344, 
2014-10-06,-0.8646,-0.7644,0.1002,37.0581,98.1466,100.6075,103.0684,99.62,10861.20771,1.841874364, 
2014-10-03,-0.8897,-0.7722,0.1175,37.0581,97.9263,100.5445,103.1627,99.62,10861.20935,1.843512359, 
2014-10-02,-0.9191,-0.7709,0.1482,37.4177,97.8332,100.512,103.1908,99.9,10861.17289,1.807046995, 
2014-10-01,-0.9561,-0.7865,0.1696,35.8978,97.5571,100.423,103.2889,99.18,10861.33049,1.964650185, 
2014-09-30,-0.9985,-0.7217,0.2769,37.7996,97.5224,100.411,103.2996,100.75,10861.1287,1.762859501, 
2014-09-29,-1.0677,-0.7883,0.2795,36.4967,97.3881,100.5385,103.6889,100.11,10861.27123,1.905391617, 
2014-09-26,-1.1376,-0.7967,0.3409,37.2377,97.4021,100.658,103.9139,100.75,10861.19726,1.831423086, 
2014-09-25,-1.2228,-0.861,0.3618,31.2728,97.4038,100.733,104.0622,97.87,10861.81326,2.447417199, 
2014-09-24,-1.3133,-0.6373,0.676,35.6035,97.8391,100.946,104.0529,101.75,10861.34141,1.975567157, 
2014-09-23,-1.4823,-0.7376,0.7447,36.7114,97.818,100.9029,103.9879,102.64,10861.24359,1.87775161, 
2014-09-22,-1.6685,-0.9455,0.723,33.2061,97.8509,100.8479,103.845,101.06,10861.63068,2.264839966, 
2014-09-19,-1.8492,-1.0362,0.813,32.983,97.8581,100.8609,103.8638,100.96,10861.66556,2.299718647, 
2014-09-18,-2.0525,-1.1267,0.9258,33.8754,97.837,100.8419,103.8469,101.79,10861.58796,2.222121118, 
2014-09-17,-2.2839,-1.3104,0.9735,33.4426,97.8061,100.7809,103.7558,101.58,10861.65808,2.292241299, 
2014-09-16,-2.5273,-1.5044,1.0229,31.9925,97.7749,100.7284,103.682,100.86,10861.83313,2.467289795, 
2014-09-15,-2.783,-1.6568,1.1263,32.7167,97.613,100.6434,103.6739,101.63,10861.78217,2.416331297, 
2014-09-12,-3.0646,-1.9056,1.159,32.7441,97.2556,100.4609,103.6663,101.66,10861.81609,2.450248317, 
2014-09-11,-3.3543,-2.1985,1.1558,32.3308,96.8519,100.2529,103.654,101.43,10861.90156,2.535721164, 
2014-09-10,-3.6433,-2.517,1.1263,31.5842,96.4476,100.0434,103.6393,101,10862.02477,2.658933933, 
2014-09-09,-3.9249,-2.8431,1.0817,26.1665,95.8154,99.7919,103.7685,97.99,10862.62414,3.258303035,BUY
2014-09-08,-4.1953,-2.9116,1.2837,26.4107,95.4476,99.6919,103.9363,98.36,10862.60915,3.243313352,BUY
2014-09-05,-4.5162,-2.9942,1.522,26.8025,94.7746,99.5109,104.2473,98.97,10862.58238,3.216539666,BUY
2014-09-04,-4.8967,-3.1183,1.7785,25.3362,94.0678,99.2864,104.5051,98.12,10862.74875,3.382910009,BUY
2014-09-03,-5.3413,-3.1447,2.1967,25.8101,93.5961,99.1284,104.6608,98.94,10862.70372,3.337876451,BUY
2014-09-02,-5.8905,-3.2162,2.6743,28.5027,93.1351,98.9374,104.7398,103.3,10862.44694,3.081102681,BUY
2014-08-29,-6.5591,-3.7045,2.8546,27.1784,92.9388,98.5519,104.1651,102.5,10862.65032,3.284484916,BUY
2014-08-28,-7.2727,-4.1925,3.0802,26.7758,92.8337,98.2334,103.6332,102.25,10862.75951,3.39366812,BUY
2014-08-27,-8.0428,-4.729,3.3138,26.5907,92.7168,97.9009,103.0851,102.13,10862.8536,3.487763556,BUY
2014-08-26,-8.8712,-5.3327,3.5386,24.7214,92.8903,97.7019,102.5136,100.889,10863.12668,3.760845675,BUY
2014-08-25,-9.7559,-5.8993,3.8566,25.0391,92.9776,97.5765,102.1754,101.54,10863.17414,3.808302177,BUY
2014-08-22,-10.72,-6.6029,4.1171,24.7285,93.1655,97.4505,101.7355,101.32,10863.30359,3.937754412,BUY
2014-08-21,-11.7493,-7.3826,4.3667,23.7185,93.3638,97.268,101.1723,100.58,10863.51462,4.148776797,BUY
2014-08-20,-12.8409,-8.1951,4.6459,23.7053,93.4941,97.0905,100.687,100.57,10863.62975,4.263909732,BUY
2014-08-19,-14.0024,-9.1118,4.8906,23.6553,93.6965,96.9215,100.1466,100.53,10863.76368,4.397843515,BUY
2014-08-18,-15.2251,-10.1453,5.0797,21.9925,93.7278,96.631,99.5343,99.16,10864.07782,4.711981714,BUY
2014-08-15,-16.495,-11.1774,5.3176,20.577,93.4844,96.37,99.2556,97.98,10864.36728,5.001439033,BUY
2014-08-14,-17.8244,-12.2119,5.6125,20.0161,93.2882,96.1925,99.0968,97.5,10864.57037,5.204530219,BUY
2014-08-13,-19.2275,-13.3059,5.9216,19.7244,92.8377,95.972,99.1063,97.24,10864.75566,5.389821099,BUY
2014-08-12,-20.7079,-14.4822,6.2257,18.3424,92.7304,95.849,98.9676,95.97,10865.06099,5.695148546,BUY
2014-08-11,-22.2643,-15.6436,6.6207,18.3471,92.6901,95.8165,98.9429,95.99,10865.22406,5.858217842,BUY
2014-08-08,-23.9195,-16.9005,7.019,17.0787,92.7016,95.8395,98.9774,94.74,10865.528,6.162158007,BUY
2014-08-07,-25.6743,-18.1317,7.5426,16.8234,92.7523,95.8635,98.9747,94.48,10865.72549,6.359647215,BUY
2014-08-06,-27.5599,-19.4129,8.147,16.9148,92.8203,95.8912,98.9622,94.96,10865.89592,6.530084094,BUY
2014-08-05,-29.5967,-20.8146,8.782,16.9439,92.8622,95.9127,98.9633,95.12,10866.08889,6.723054623,BUY
2014-08-04,-31.7922,-22.3173,9.4748,17.0257,92.884,95.9242,98.9644,95.59,10866.29147,6.925627139,BUY
2014-08-01,-34.1609,-23.9586,10.2023,17.116,92.9068,95.9431,98.9795,96.13,10866.513,7.147161083,BUY
2014-07-31,-36.7115,-25.7599,10.9516,16.7044,92.6917,95.8381,98.9846,95.6,10866.80651,7.440673722,BUY
2014-07-30,-39.4494,-27.6303,11.8191,17.0923,92.4221,95.7321,99.0422,98.15,10867.03645,7.67060814,BUY
2014-07-29,-42.4042,-29.8754,12.5287,17.1264,92.2524,95.5006,98.7489,98.38,10867.35057,7.984733597,BUY
2014-07-28,-45.5363,-32.3299,13.2065,17.2171,92.0789,95.2281,98.3774,99.02,10867.69067,8.324836168,BUY
2014-07-25,-48.8379,-35.0576,13.7804,16.3294,91.9339,94.8761,97.8184,97.671,10868.16557,8.799730699,BUY
2014-07-24,-52.283,-37.8918,14.3912,15.9224,91.4074,94.5376,97.6678,97.03,10868.60943,9.24359595,BUY
2014-07-23,-55.8808,-40.8929,14.9879,15.9408,90.7981,94.2041,97.6101,97.19,10869.03649,9.670648831,BUY
2014-07-22,-59.6278,-44.1449,15.4829,14.4926,90.3344,93.8586,97.3828,94.72,10869.64286,10.2770237,BUY
2014-07-21,-63.4986,-47.402,16.0965,14.0478,89.9285,93.6641,97.3997,93.939,10870.15058,10.78474384,BUY
2014-07-18,-67.5227,-50.7903,16.7324,14.0916,89.5928,93.5126,97.4325,94.43,10870.63054,11.26469819,BUY
2014-07-17,-71.7058,-54.4262,17.2796,13.3917,89.4247,93.3841,97.3436,93.0899,10871.21708,11.85123966,BUY
2014-07-16,-76.0257,-58.1388,17.8869,13.5237,89.346,93.3386,97.3313,94.78,10871.73804,12.37220054,BUY
2014-07-15,-80.4974,-62.2038,18.2936,13.5643,89.2325,93.2036,97.1748,95.32,10872.31743,12.95158735,BUY
2014-07-14,-85.0708,-66.5425,18.5283,13.6457,89.1775,93.0476,96.9178,96.45,10872.93548,13.56964602,BUY
2014-07-11,-89.7029,-71.2275,18.4755,13.1065,89.1807,92.7891,96.3976,95.22,10873.66216,14.29632327,BUY
2014-07-10,-94.3218,-76.0458,18.2759,13.0289,89.2071,92.6426,96.0782,95.035,10874.36526,14.99941701,BUY
2014-07-09,-98.8908,-81.0709,17.8199,13.0501,89.2762,92.5839,95.8916,95.39,10875.09211,15.72627532,BUY
2014-07-08,-103.3457,-86.3416,17.0041,13.0349,89.3792,92.5269,95.6746,95.35,10875.86019,16.49434919,BUY
2014-07-07,-107.5968,-91.8091,15.7877,13.0684,89.5183,92.4444,95.3705,95.968,10876.65759,17.29175381,BUY
2014-07-03,-111.5437,-97.515,14.0287,12.398,-121.2705,119.9245,361.1195,94.03,10877.01154,17.64569716,BUY
2014-07-02,-115.0509,-103.1821,11.8687,12.2154,-184.9976,147.5905,480.1786,93.48,10877.94873,18.58288665,BUY
2014-07-01,-118.018,-108.8586,9.1594,12.2172,-220.3636,175.1575,570.6786,93.52,10878.81689,19.45105063,BUY
2014-06-30,-120.3079,-114.5246,5.7833,12.0397,-239.1207,202.3585,643.8377,92.93,10879.69507,20.32922775,BUY
2014-06-27,-121.7537,-120.0305,1.7232,11.7669,-246.2332,229.1445,704.5222,91.98,10880.56056,21.19471776,BUY
2014-06-26,-122.1845,-125.2154,-3.0309,11.4703,-245.7148,256.1955,758.1058,90.9,10881.38567,22.01982686,BUY
2014-06-25,-121.4268,-129.902,-8.4752,11.3287,-238.3477,283.4195,805.1867,90.36,10882.12598,22.76013728,BUY
2014-06-24,-119.308,-133.9393,-14.6313,11.3087,-223.8822,310.102,844.0862,90.28,10882.76275,23.39690798,BUY
2014-06-23,-115.6502,-137.136,-21.4858,11.3254,-203.9821,336.8695,877.7211,90.83,10883.27618,23.91034603,BUY
2014-06-20,-110.2787,-139.2775,-28.9988,11.3277,-178.306,363.0345,904.375,90.91,10883.63888,24.2730416,BUY
2014-06-19,-103.0291,-139.9931,-36.964,11.3538,-147.3407,388.8525,925.0457,91.86,10883.78353,24.41769126,BUY
2014-06-18,-93.788,-138.9669,-45.1788,11.3621,-111.4223,414.575,940.5723,92.18,10883.65458,24.2887402,BUY
2014-06-17,-82.4933,-135.6683,-53.175,11.3427,-70.1796,440.2015,950.5826,92.08,10883.11484,23.7489995,BUY
2014-06-16,-69.1996,-129.4747,-60.2751,11.3456,-23.0792,465.827,954.7332,92.2,10881.48766,22.1218236,BUY
2014-06-13,-54.1308,-119.6982,-65.5674,11.1842,30.6313,491.0925,951.5537,91.28,10882.24105,22.87521604,BUY
2014-06-12,-37.739,-105.3852,-67.6462,11.2054,92.3079,515.9695,939.6311,92.29,10879.6042,20.23836504,BUY
2014-06-11,-20.8274,-85.6865,-64.8591,11.237,163.8401,541.0485,918.2569,93.86,10876.60882,17.24298566,BUY
2014-06-10,-4.6126,-59.4574,-54.8447,11.2445,249.267,566.0435,882.82,94.25,10872.67409,13.30824916, 
2014-06-09,9.0986,-25.1543,-34.2528,11.1653,359.6994,590.9725,822.2456,93.7,10867.50471,8.138871073, 
2014-06-06,17.6618,19.0508,1.389,74.6314,575.3397,615.5646,655.7896,645.57,10854.49469,-4.87114713, 
2014-06-05,17.3145,19.0051,1.6906,75.9543,573.228,612.6856,652.1432,647.35,10854.3639,-5.001938637, 
2014-06-04,16.8919,18.489,1.5971,75.3647,572.9323,609.9346,646.937,644.82,10854.49886,-4.8669798, 
2014-06-03,16.4926,17.819,1.3264,73.5947,573.5236,607.4141,641.3047,637.54,10854.77658,-4.589257458, 
2014-06-02,16.161,17.4459,1.2849,71.1936,574.5689,605.5851,636.6013,628.65,10855.07336,-4.292481578, 
2014-05-30,15.8397,17.621,1.7813,74.3357,574.1772,603.7816,633.3861,633,10854.72136,-4.644474219, 
2014-05-29,15.3944,17.1454,1.7509,76.081,574.8969,601.7056,628.5143,635.38,10854.61079,-4.755045532, 
2014-05-28,14.9567,16.0465,1.0899,73.2283,577.1165,599.4411,621.7657,624.01,10855.06287,-4.302972556, 
2014-05-27,14.6842,15.5683,0.8841,74.4298,578.4216,597.8571,617.2926,625.63,10855.00982,-4.356021221, 
2014-05-23,14.4632,14.5665,0.1034,71.2484,581.5708,596.2801,610.9894,614.13,10855.48252,-3.883321488, 
2014-05-22,14.4373,14.2469,-0.1904,69.0674,578.2544,594.1706,610.0869,607.27,10855.75485,-3.61098376, 
2014-05-21,14.485,14.3303,-0.1547,68.7522,573.6806,592.1956,610.7106,606.31,10855.77705,-3.588793587, 
2014-05-20,14.5236,14.3259,-0.1977,68.2399,554.2617,588.1176,621.9736,604.71,10855.84123,-3.524604528, 
2014-05-19,14.573,14.2749,-0.2982,68.2028,543.5468,584.4671,625.3873,604.59,10855.85978,-3.506055481, 
2014-05-16,14.6476,14.0144,-0.6332,65.9723,534.8865,580.7961,626.7057,597.51,10856.1323,-3.233538426, 
2014-05-15,14.8059,14.1988,-0.6071,62.941,525.951,577.1676,628.3842,588.82,10856.41918,-2.946660686, 
2014-05-14,14.9577,15.1126,0.1549,66.1965,516.8994,573.6771,630.4548,593.87,10855.95281,-3.413031487, 
2014-05-13,14.9189,15.5448,0.6259,66.1603,509.0094,569.8816,630.7537,593.76,10855.89495,-3.470887808, 
2014-05-12,14.7625,15.8817,1.1192,65.8666,502.9996,566.2776,629.5555,592.83,10855.87553,-3.490307385, 
2014-05-09,14.4827,16.1753,1.6926,63.5085,497.4625,562.6166,627.7707,585.5425,10856.0706,-3.295237047, 
2014-05-08,14.0595,17.0567,2.9972,64.9399,493.1225,559.5134,625.9044,587.99,10855.78766,-3.578176858, 
2014-05-07,13.3102,17.6845,4.3743,67.5028,490.4275,556.6299,622.8324,592.33,10855.42373,-3.942103977, 
2014-05-06,12.2166,17.7866,5.57,68.7379,487.6056,553.1854,618.7653,594.41,10855.27313,-4.09270714, 
2014-05-05,10.8241,17.4464,6.6223,72.7184,485.708,549.6384,613.5689,600.96,10854.90629,-4.459545363, 
2014-05-02,9.1686,16.0916,6.923,70.6529,486.3816,546.1814,605.9813,592.58,10855.30599,-4.059853675, 
2014-05-01,7.4378,14.9815,7.5437,70.3732,487.5683,543.4919,599.4155,591.48,10855.48704,-3.878797167, 
2014-04-30,5.5519,13.4588,7.9069,70.0303,489.6342,541.0454,592.4567,590.09,10855.73575,-3.630088463, 
2014-04-29,3.5752,11.4609,7.8857,71.2936,492.3779,538.6234,584.869,592.33,10855.89258,-3.473255221, 
2014-04-28,1.6037,8.5161,6.9124,72.2667,496.7086,535.8439,574.9793,594.09,10856.22367,-3.142173205, 
2014-04-25,-0.1244,4.4545,4.5789,66.8584,504.3379,532.9824,561.627,571.94,10857.37125,-1.994591902, 
2014-04-24,-1.2691,1.4608,2.7299,65.6608,508.6953,531.2584,553.8215,567.77,10857.9388,-1.427038153, 
2014-04-23,-1.9516,-1.9569,-0.0053,46.8291,514.074,529.8589,545.6439,524.75,10860.37344,1.007601005, 
2014-04-22,-1.9503,-1.9104,0.0399,51.132,513.9702,530.8709,547.7717,531.699,10859.92619,0.560346758, 
2014-04-21,-1.9602,-2.5308,-0.5706,50.8051,513.9603,531.2455,548.5307,531.17,10860.05498,0.689138033, 
2014-04-17,-1.8176,-3.232,-1.4144,46.8253,514.0309,531.3305,548.6301,524.94,10860.57145,1.205609825, 
2014-04-16,-1.464,-3.4457,-1.9817,42.6283,514.4202,531.5185,548.6168,519.01,10861.03741,1.671573024, 
2014-04-15,-0.9685,-3.0645,-2.0959,41.8563,516.0197,532.131,548.2422,517.9599,10861.0618,1.695956529, 
2014-04-14,-0.4446,-2.4265,-1.9819,43.8418,518.048,532.803,547.558,521.68,10860.76479,1.398955049, 
2014-04-11,0.0509,-1.9556,-2.0065,42.3974,518.9117,533.056,547.2003,519.61,10860.84465,1.478807799, 
2014-04-10,0.5525,-1.1153,-1.6679,44.4269,519.9818,533.31,546.6382,523.48,10860.5124,1.146561748, 
2014-04-09,0.9695,-0.4207,-1.3902,48.3097,521.0504,533.6685,546.2866,530.32,10860.0121,0.64626531, 
2014-04-08,1.3171,-0.2245,-1.5415,43.5995,521.4009,533.983,546.5651,523.44,10860.46746,1.101618528, 
2014-04-07,1.7024,0.7298,-0.9726,43.6159,522.9808,534.6155,546.2502,523.47,10860.32185,0.956015595, 
2014-04-04,1.9456,1.9342,-0.0114,48.454,524.3721,534.988,545.6039,531.82,10859.64346,0.27761876, 
2014-04-03,1.9485,2.593,0.6446,53.1272,524.2041,534.919,545.6339,538.79,10859.06376,-0.302078232, 
2014-04-02,1.7873,2.6866,0.8993,55.8897,523.8099,534.517,545.2241,542.55,10858.76496,-0.600877876, 
2014-04-01,1.5625,2.3841,0.8216,55.3619,523.9265,534.0075,544.0885,541.65,10858.86319,-0.502647729, 
2014-03-31,1.3571,2.055,0.6979,52.4107,523.9794,533.487,542.9946,536.74,10859.21364,-0.152200725, 
2014-03-28,1.1826,2.1049,0.9223,52.4913,523.341,533.038,542.735,536.86,10859.19637,-0.169471907, 
2014-03-27,0.952,2.1258,1.1738,52.8774,522.5459,532.507,542.4681,537.46,10859.15183,-0.214004495, 
2014-03-26,0.6586,2.0605,1.4019,54.346,522.1161,532.0175,541.9189,539.78,10859.00896,-0.356877022, 
2014-03-25,0.3081,1.7109,1.4028,57.7688,519.7612,530.896,542.0308,544.99,10858.71034,-0.655500995, 
2014-03-24,-0.0426,0.7094,0.752,54.7551,520.0226,529.7495,539.4764,539.19,10859.16859,-0.197250864, 
2014-03-21,-0.2306,0.0113,0.2419,51.1462,520.4268,529.1675,537.9082,532.87,10859.64283,0.276993003, 
2014-03-20,-0.2911,-0.2364,0.0547,48.5751,520.0602,528.7865,537.5128,528.7,10859.94359,0.577755256, 
2014-03-19,-0.3048,-0.1245,0.1803,50.1132,520.1225,528.909,537.6955,531.26,10859.76889,0.403052353, 
2014-03-18,-0.3498,-0.2405,0.1093,50.1958,519.7254,529.2145,538.7036,531.4,10859.77808,0.412242306, 
2014-03-17,-0.3772,-0.3994,-0.0223,47.458,517.9756,529.944,541.9124,526.74,10860.08325,0.717406564, 
2014-03-14,-0.3716,-0.1219,0.2497,46.2226,517.4772,530.8065,544.1358,524.69,10860.16726,0.801418151, 
2014-03-13,-0.434,0.4428,0.8768,49.4329,517.5312,531.7935,546.0558,530.65,10859.75176,0.38592244, 
2014-03-12,-0.6532,0.5502,1.2034,52.925,517.6946,532.057,546.4194,536.61,10859.37591,0.010075376, 
2014-03-11,-0.9541,0.0726,1.0266,52.6478,517.7006,532.0245,546.3484,536.09,10859.47474,0.10890268, 
2014-03-10,-1.2107,-0.4852,0.7255,49.8584,517.4144,531.6695,545.9246,530.92,10859.84318,0.477340598, 
2014-03-07,-1.3921,-0.6637,0.7284,49.5965,515.9226,531.1075,546.2924,530.44,10859.8965,0.530665604, 
2014-03-06,-1.5742,-0.833,0.7412,49.7559,512.9933,530.211,547.4287,530.75,10859.90624,0.540404952, 
2014-03-05,-1.7595,-1.0685,0.691,50.5578,510.4564,529.303,548.1496,532.36,10859.86035,0.494511544, 
